time,open,high,low,close,volume
1773676800,212042.0,214232.0,212042.0,214031.0,0.133
1773680400,214256.0,215783.0,214249.0,215582.5,0.873
1773684000,215990.5,218515.0,215939.5,216336.5,1.798
1773687600,217696.0,218012.5,216730.0,216730.0,0.11500000000000002
1773691200,217105.0,218289.5,216686.5,218289.5,0.095
1773694800,218902.5,219940.0,218644.0,219806.5,0.196
1773698400,219566.0,220882.0,219210.0,219210.0,0.033
1773702000,217326.0,219527.5,217326.0,218620.5,0.066
1773705600,218821.0,219609.5,218296.5,218402.5,0.11700000000000002
1773709200,218499.0,220084.0,218498.5,219590.0,1.18
1773712800,219408.5,219408.5,217942.5,218886.5,0.053000000000000005
1773716400,218724.5,218724.5,215075.5,215075.5,0.098
1773720000,216161.0,216161.0,214666.0,215065.5,1.0719999999999998
1773723600,214835.0,215686.0,214089.5,214183.5,0.05
1773727200,214321.5,216222.5,214086.5,215401.0,0.355
1773730800,215859.0,217531.0,215859.0,216733.5,0.113
1773734400,217220.5,217381.0,216165.5,216885.0,0.109
1773738000,215684.5,216345.0,215340.0,216061.0,0.018000000000000002
1773741600,215778.5,215778.5,215235.5,215273.0,0.034
1773745200,215790.5,217143.5,215790.5,217036.0,0.106
1773748800,217123.5,217400.5,215374.5,215432.5,2.393
1773752400,215397.5,218143.5,215397.5,217211.5,0.192
1773756000,217088.5,218592.5,216731.0,218404.5,0.07200000000000001
1773759600,218970.5,218970.5,215174.0,216057.5,0.549
1773763200,216026.0,217388.0,215735.5,216934.5,0.137
1773766800,217204.0,218248.5,217012.0,218248.5,1.06
1773770400,218172.0,218447.5,217747.5,217940.0,0.321
